         293958151 function calls (293951043 primitive calls) in 1240.889 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:862(codes)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:501(indexable)
      222    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:831(_reset_identity)
      609    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
       71    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:2794(_na_value)
       14    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:495(_read_gzip_header)
       31    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:104(make_constraint)
        7    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:3983(_ixs)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py:470(inner)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:674(_with_infer)
        8    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_base.py:42(get_data_home)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:4271(__setitem__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:454(check_consistent_length)
       78    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:591(_ensure_array)
       14    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:446(_read_gzip_header)
       69    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/request.py:339(full_url)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:5598(<genexpr>)
       78    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:609(_dtype_to_subclass)
      211    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:531(validate_ordered)
       72    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:7723(_unpack_nested_dtype)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:4514(_set_item)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:557(copy)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:5651(identical)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/request.py:297(request_host)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:287(get_dtypes)
       75    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/_config/__init__.py:55(using_pyarrow_string_dtype)
      794    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:1480(_clear_item_cache)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:511(_validate_dtype)
      784    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:1946(<lambda>)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:3272(bind)
       73    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:195(is_array_like)
       77    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/array_algos/take.py:325(_get_take_nd_function)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:664(get_handle)
        9    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:500(is_satisfied_by)
       70    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:2220(_can_hold_na)
        1    0.000    0.000    0.000    0.000 /Users/luisadosch/Documents/Master/dl-framework-dosch-esswein-goebel-1/layer_2D/convolution_layer.py:10(__init__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:3133(_bind)
        8    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:6236(__finalize__)
       18    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:2743(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/c_parser_wrapper.py:201(_set_noconvert_columns)
      436    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:494(dtype)
       14    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/_config.py:35(get_config)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/request.py:370(_parse)
        9    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_array_api.py:497(get_namespace)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/contextlib.py:141(__exit__)
      143    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/_dtype.py:326(_name_includes_bit_suffix)
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:61(decorator)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/_asarray.py:26(require)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/_config.py:214(config_context)
        7    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:180(blknos)
        1    0.000    0.000    0.000    0.000 <frozen os>:200(makedirs)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:317(apply)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:145(unique)
        7    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:339(_from_mgr)
       10    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_arff_parser.py:433(strip_single_quotes)
      415    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/dtypes.py:632(ordered)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:4608(_box_col_values)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/parse.py:374(urlparse)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
      143    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/_dtype.py:23(_kind_name)
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:915(__array__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:6219(_raise_if_missing)
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:381(_num_samples)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:484(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:4481(_set_item_mgr)
      219    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:1671(name)
       10    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/re/__init__.py:174(search)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:790(copy)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:555(_read_eof)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:1990(__exit__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexers/utils.py:239(maybe_convert_indices)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:1622(close)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:46(_get_local_path)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/_config.py:60(set_config)
       75    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:131(<lambda>)
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/functools.py:35(update_wrapper)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:348(_unique1d)
       11    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/re/__init__.py:280(_compile)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/base.py:82(shape)
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:484(__contains__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      149    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:974(dtype)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:1685(_clean_options)
      282    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/base.py:363(ndim)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:4470(_iset_item_mgr)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/numeric.py:2524(array_equal)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:3327(prod)
       18    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/_config.py:27(_get_threadlocal_config)
       75    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:126(_classes_and_not_datetimelike)
       69    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:664(_constructor_from_mgr)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:659(_constructor_from_mgr)
        7    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/accessor.py:220(__get__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:2949(apply_defaults)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1012(iget)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/parse.py:1099(_splittype)
       72    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1122(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:5242(_sanitize_column)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:6459(any)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:115(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/range.py:137(__new__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:678(_constructor_sliced_from_mgr)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:1976(items)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:3029(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1782(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:131(close)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:1933(to_numpy)
        2    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1764(is_consolidated)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2897(__init__)
       20    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       73    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/common.py:152(cast_scalar_indexer)
       71    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:692(_constructor)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:304(_get_filepath_or_buffer)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/_methods.py:49(_sum)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/common.py:1204(is_potential_multi_index)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1772(_consolidate_check)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/_compression.py:39(__init__)
      140    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/arrays/categorical.py:2139(_codes)
       18    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/base.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1633(as_array)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:562(__init__)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/inference.py:273(is_dict_like)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:2352(_is_polars_df_or_series)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1066(iset)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:2056(_clean_na_values)
       12    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:430(_read_exact)
       14    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/gzip.py:491(_init_read)
        2    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:6418(_reduce)
       73    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:1176(_maybe_disallow_fill)
       69    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x135abb920}
       74    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/missing.py:1073(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:1627(_get_options_with_defaults)
       18    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/enum.py:720(__call__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
       17    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/datasets/_openml.py:415(_get_num_samples)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:570(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/c_parser_wrapper.py:392(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:191(_validate_parse_dates_presence)
        1    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:12675(_reindex_for_setitem)
       18    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       69    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:2013(_nonzero_dispatcher)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/_methods.py:41(_amax)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/generic.py:586(_get_axis)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/contextlib.py:132(__enter__)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:292(make_block_same_class)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/model_selection/_split.py:2409(_validate_shuffle_split)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/numpy/_core/_methods.py:66(_all)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/common.py:97(is_bool_indexer)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/random.py:889(getrandbits)
       10    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/parse.py:1078(unwrap)
        3    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/c_parser_wrapper.py:194(close)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/frame.py:4623(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/readers.py:2106(_stringify_na_values)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/parse.py:1120(_splithost)
       21    0.000    0.000    0.000    0.000 {built-in method time.time}
        6    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       12    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:294(__init__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:583(copy_func)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:5323(__contains__)
        6    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:362(_make_index)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_bunch.py:55(__getattr__)
       12    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/nanops.py:482(nanany)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:871(_do_date_conversions)
       17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       10    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/scipy/sparse/_base.py:1388(issparse)
       20    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:3076(<genexpr>)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:571(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:436(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:318(_use_interchange_protocol)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/request.py:397(add_header)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1265(_iset_single)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:948(from_blocks)
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/parse.py:119(_coerce_args)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/contextlib.py:299(helper)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/_bunch.py:36(__getitem__)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/base.py:1010(view)
       16    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:754(unwrap)
        2    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._unique_hash}
        6    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/urllib/parse.py:692(unquote)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/sklearn/utils/validation.py:481(_make_indexable)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/inspect.py:176(get_annotations)
        4    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:673(na_value_for_dtype)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/blocks.py:219(_can_consolidate)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/io/parsers/base_parser.py:350(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/re/__init__.py:226(compile)
        6    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/series.py:1471(_set_as_cached)
        3    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/internals/managers.py:1850(from_blocks)
        2    0.000    0.000    0.000    0.000 /opt/miniconda3/envs/pnnnew/lib/python3.12/site-packages/pandas/core/indexes/range.py:201(_simple_new)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
